subject_id,tumor_voxel_count,tumor_fraction,num_positive_slices,total_slices,volume_shape,spacing
BraTS-GLI-00297-000,92405,0.010350022401433692,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00298-000,27849,0.003119287634408602,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00299-000,59335,0.006645945340501792,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00300-000,169685,0.019005936379928316,80,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00301-000,75163,0.008418794802867384,59,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00303-000,113040,0.012661290322580645,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00304-000,155834,0.017454525089605735,77,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00305-000,57981,0.0064942876344086025,65,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00306-000,62840,0.007038530465949821,48,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00309-000,42154,0.004721550179211469,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00310-000,97205,0.010887656810035843,80,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00311-000,19464,0.0021801075268817202,41,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00312-000,122547,0.01372614247311828,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00313-000,36221,0.00405701164874552,61,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00314-000,22211,0.0024877912186379927,40,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00316-000,35375,0.00396225358422939,57,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00317-000,57894,0.006484543010752688,63,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00318-000,171454,0.0192040770609319,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00320-000,39411,0.004414314516129033,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00321-000,20752,0.0023243727598566306,47,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00322-000,148914,0.016679435483870967,70,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00324-000,83418,0.009343413978494624,76,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00325-000,139507,0.01562578405017921,79,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00327-000,98456,0.011027777777777777,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00328-000,57075,0.006392809139784946,56,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00329-000,24992,0.0027992831541218638,45,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00331-000,26806,0.0030024641577060932,42,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00332-000,37115,0.0041571460573476705,44,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00334-000,48049,0.005381832437275986,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00336-000,145124,0.016254928315412188,74,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00338-000,113856,0.01275268817204301,80,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00339-000,84444,0.009458333333333332,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00340-000,33006,0.003696908602150538,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00341-000,24867,0.002785282258064516,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00343-000,30642,0.0034321236559139785,58,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00344-000,36937,0.004137208781362007,42,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00346-000,39610,0.004436603942652329,49,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00347-000,87535,0.009804547491039426,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00348-000,21929,0.0024562051971326166,38,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00349-000,90889,0.01018021953405018,59,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00350-000,60060,0.006727150537634409,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00351-000,103101,0.011548051075268817,72,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00352-000,44170,0.004947356630824373,50,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00353-000,79512,0.008905913978494624,62,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00356-000,34797,0.003897513440860215,43,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00359-000,77401,0.008669466845878136,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00360-000,78394,0.008780689964157706,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00364-000,74666,0.008363127240143368,55,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00366-000,102847,0.011519601254480287,55,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00367-000,87782,0.009832213261648745,80,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00369-000,197633,0.022136312724014336,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00370-000,78083,0.008745855734767025,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00371-000,83820,0.009388440860215053,82,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00373-000,17892,0.002004032258064516,30,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00375-000,149897,0.01678953853046595,81,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00376-000,34854,0.0039038978494623654,50,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00377-000,30602,0.0034276433691756273,56,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00378-000,38093,0.004266689068100358,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00379-000,22733,0.0025462589605734767,38,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00380-000,9427,0.0010558915770609318,32,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00382-000,53436,0.005985215053763441,53,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00383-000,89335,0.010006160394265233,64,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00386-000,72844,0.00815905017921147,50,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00387-000,19476,0.0021814516129032256,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00388-000,183696,0.0205752688172043,90,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00389-000,16585,0.001857638888888889,34,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00390-000,17056,0.0019103942652329748,56,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00391-000,82780,0.009271953405017921,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00392-000,47590,0.005330421146953405,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00395-000,102344,0.01146326164874552,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00397-000,159590,0.01787522401433692,81,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00399-000,65222,0.007305331541218638,53,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00400-000,209795,0.023498543906810037,85,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00401-000,137477,0.015398409498207885,60,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00402-000,231389,0.025917226702508962,99,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00403-000,35546,0.003981406810035842,38,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00404-000,148743,0.016660282258064516,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00405-000,143322,0.016053091397849464,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00406-000,69772,0.007814964157706094,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00407-000,121570,0.01361671146953405,86,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00409-000,120207,0.013464045698924731,79,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00410-000,51838,0.005806227598566308,73,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00412-000,50946,0.005706317204301075,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00413-000,90459,0.010132056451612904,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00414-000,106502,0.011928987455197132,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00416-000,206933,0.023177979390681003,90,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00417-000,189011,0.021170586917562725,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00418-000,174308,0.01952374551971326,87,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00419-000,32190,0.003605510752688172,50,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00421-000,126305,0.014147065412186379,75,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00423-000,58458,0.006547715053763441,75,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00425-000,25776,0.0028870967741935483,40,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00426-000,147051,0.01647076612903226,73,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00429-000,139567,0.01563250448028674,79,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00430-000,66852,0.007487903225806451,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00431-000,17486,0.0019585573476702508,45,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00432-000,176116,0.01972625448028674,85,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00433-000,33635,0.003767361111111111,40,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00436-000,113358,0.012696908602150538,64,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00440-000,94051,0.010534386200716846,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00441-000,44235,0.004954637096774193,42,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00442-000,44986,0.005038754480286739,52,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00443-000,104055,0.011654905913978495,79,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00444-000,20466,0.0022923387096774194,47,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00445-000,153071,0.01714504928315412,85,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00446-000,216245,0.024220990143369175,81,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00448-000,89503,0.010024977598566309,77,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00449-000,220576,0.024706093189964157,97,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00451-000,146440,0.016402329749103942,65,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00452-000,157089,0.017595094086021505,84,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00453-000,71632,0.008023297491039427,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00454-000,157414,0.01763149641577061,77,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00455-000,113630,0.012727374551971326,58,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00456-000,192199,0.021527665770609317,82,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00457-000,83563,0.009359655017921147,64,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00459-000,79454,0.008899417562724015,57,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00464-000,12993,0.0014553091397849463,30,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00464-001,10719,0.0012006048387096775,28,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00466-000,138631,0.015527665770609319,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00468-000,174309,0.01952385752688172,83,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00469-000,81746,0.009156137992831541,52,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00469-001,76718,0.008592965949820789,55,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00470-000,104795,0.011737791218637992,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00472-000,80450,0.009010976702508961,63,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00477-000,193116,0.02163037634408602,90,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00477-001,193014,0.021618951612903226,96,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00478-000,81208,0.009095878136200717,61,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00478-001,126241,0.014139896953405017,67,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00479-000,45021,0.005042674731182795,43,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00479-001,77802,0.008714381720430108,62,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00480-000,84681,0.009484879032258064,73,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00480-001,107398,0.012029345878136201,88,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00481-000,148597,0.016643929211469535,80,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00481-001,165600,0.018548387096774192,74,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00483-000,174946,0.019595206093189963,84,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00483-001,182662,0.02045945340501792,82,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00485-000,29563,0.0033112679211469535,53,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00485-001,39457,0.004419466845878136,50,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00488-000,55818,0.006252016129032258,60,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00491-000,99834,0.011182123655913978,65,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00491-001,97063,0.010871751792114696,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00493-000,34451,0.0038587589605734766,41,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00494-000,174350,0.01952844982078853,84,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00494-001,118353,0.01325638440860215,63,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00495-000,99302,0.011122535842293908,70,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00495-001,97215,0.01088877688172043,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00496-000,45528,0.005099462365591398,42,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00498-000,120263,0.013470318100358423,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00498-001,102466,0.01147692652329749,58,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00499-000,105926,0.011864471326164874,74,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00499-001,144798,0.016218413978494623,87,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00500-000,55083,0.006169690860215054,60,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00500-001,61602,0.00689986559139785,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00501-000,194150,0.0217461917562724,82,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00502-000,95547,0.010701948924731183,56,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00502-001,76681,0.008588821684587813,61,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00504-000,107860,0.012081093189964158,64,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00505-000,86824,0.009724910394265233,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00506-000,88284,0.009888440860215054,67,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00507-000,161571,0.018097110215053763,75,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00510-000,100941,0.01130611559139785,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00510-001,45293,0.0050731406810035845,46,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00511-000,90377,0.010122871863799282,55,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00511-001,144999,0.016240927419354838,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00512-000,163802,0.018346998207885306,87,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00513-000,182435,0.020434027777777777,80,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00514-000,40350,0.004519489247311828,60,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00514-001,120053,0.01344679659498208,92,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00516-000,172508,0.019322132616487454,79,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00517-000,142604,0.01597267025089606,73,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00517-001,161682,0.01810954301075269,76,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00518-000,56315,0.006307683691756273,47,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00518-001,71796,0.008041666666666667,53,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00519-000,63558,0.007118951612903226,60,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00520-000,41030,0.0045956541218638,46,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00520-001,51036,0.005716397849462366,49,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00523-000,55808,0.006250896057347671,61,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00524-000,79757,0.008933355734767025,61,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00525-000,95198,0.010662858422939068,62,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00525-001,103083,0.01154603494623656,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00526-000,162816,0.018236559139784947,82,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00528-000,226720,0.02539426523297491,99,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00529-000,55142,0.006176299283154122,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00530-000,8224,0.0009211469534050179,31,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00532-000,169057,0.018935595878136202,64,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00533-000,76259,0.008541554659498208,67,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00537-000,93399,0.01046135752688172,74,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00538-000,211565,0.02369679659498208,79,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00539-000,131085,0.014682459677419355,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00540-000,12486,0.001398521505376344,32,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00540-001,8067,0.0009035618279569892,26,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00542-000,86504,0.009689068100358423,64,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00543-000,120390,0.013484543010752689,69,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00544-000,28250,0.0031642025089605734,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00544-001,52300,0.005857974910394265,56,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00545-000,73286,0.00820855734767025,59,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00545-001,79736,0.00893100358422939,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00547-000,33760,0.003781362007168459,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00547-001,63086,0.007066084229390681,52,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00548-000,224828,0.025182347670250897,90,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00548-001,206475,0.023126680107526883,86,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00549-000,107095,0.01199540770609319,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00549-001,163568,0.01832078853046595,76,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00550-000,30840,0.003454301075268817,43,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00550-001,40469,0.004532818100358423,46,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00551-000,110130,0.012335349462365591,76,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00552-000,146010,0.016354166666666666,75,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00552-001,96851,0.010848006272401433,67,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00554-000,142355,0.01594478046594982,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00555-000,44554,0.0049903673835125445,51,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00555-001,31609,0.00354043458781362,47,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00556-000,118042,0.013221550179211469,59,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00556-001,91019,0.010194780465949821,61,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00557-000,45507,0.005097110215053763,43,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00558-000,189258,0.021198252688172044,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00558-001,246036,0.02755779569892473,82,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00559-000,158833,0.01779043458781362,101,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00559-001,205436,0.02301030465949821,94,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00561-000,142810,0.015995743727598568,94,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00563-000,116530,0.013052195340501793,70,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00565-000,83290,0.0093290770609319,72,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00567-000,42636,0.004775537634408602,54,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00568-000,224832,0.02518279569892473,102,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00569-000,147861,0.016561491935483872,71,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00570-000,59342,0.006646729390681004,45,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00571-000,46230,0.005178091397849463,44,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00572-000,83463,0.009348454301075268,66,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00574-000,98996,0.01108826164874552,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00575-000,120374,0.013482750896057348,67,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00576-000,79080,0.00885752688172043,52,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00577-000,111967,0.012541106630824373,81,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00578-000,173764,0.019462813620071684,60,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00579-000,107675,0.012060371863799282,83,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00580-000,157326,0.017621639784946238,67,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00581-000,138460,0.015508512544802868,68,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00582-000,51782,0.0057999551971326165,57,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00583-000,158379,0.017739583333333333,75,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00584-000,12470,0.0013967293906810036,29,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00586-000,105016,0.011762544802867383,78,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
BraTS-GLI-00587-000,150203,0.01682381272401434,74,155,"[240, 240, 155]","[1.0, 1.0, 1.0]"
