image_a,image_b,split_a,split_b,class_a,class_b,hash_distance
dataset/train/meningioma/Tr-me_1293.jpg,dataset/train/meningioma/Tr-me_1294.jpg,train,train,meningioma,meningioma,1
dataset/train/meningioma/Tr-me_1321.jpg,dataset/train/meningioma/Tr-me_1322.jpg,train,train,meningioma,meningioma,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_0017.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_0620.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_0731.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_0935.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_0961.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_1058.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_1363.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_1420.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_1449.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_1488.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0011.jpg,dataset/train/notumor/Tr-no_1575.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_0017.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_0620.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_0731.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_0935.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_0961.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_1058.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_1363.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_1420.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_1449.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_1488.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0012.jpg,dataset/train/notumor/Tr-no_1575.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_0195.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_0229.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_0483.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_0710.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_0775.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_0963.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_1040.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_1130.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_1225.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_1331.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0013.jpg,dataset/train/notumor/Tr-no_1454.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_0195.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_0229.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_0483.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_0710.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_0775.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_0963.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_1040.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_1130.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_1225.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_1331.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0014.jpg,dataset/train/notumor/Tr-no_1454.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0024.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0197.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0231.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0276.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0298.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0451.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0568.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0588.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0602.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0616.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0622.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0676.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0739.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0770.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0792.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_0921.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1041.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1131.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1151.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1160.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1215.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1249.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1276.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1298.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1311.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1336.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1421.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1461.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1471.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1487.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1530.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0017.jpg,dataset/train/notumor/Tr-no_1594.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0020.jpg,dataset/train/notumor/Tr-no_0498.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0022.jpg,dataset/train/notumor/Tr-no_0243.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_0620.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_0731.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_0935.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_0961.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_1058.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_1363.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_1420.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_1449.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_1488.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0024.jpg,dataset/train/notumor/Tr-no_1575.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0025.jpg,dataset/train/notumor/Tr-no_0434.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0025.jpg,dataset/train/notumor/Tr-no_1165.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0025.jpg,dataset/train/notumor/Tr-no_1198.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0026.jpg,dataset/train/notumor/Tr-no_0434.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0026.jpg,dataset/train/notumor/Tr-no_1165.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0026.jpg,dataset/train/notumor/Tr-no_1198.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0027.jpg,dataset/train/notumor/Tr-no_0028.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0027.jpg,dataset/train/notumor/Tr-no_0755.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0027.jpg,dataset/train/notumor/Tr-no_1070.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0028.jpg,dataset/train/notumor/Tr-no_0575.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0028.jpg,dataset/train/notumor/Tr-no_0750.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0028.jpg,dataset/train/notumor/Tr-no_1069.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0028.jpg,dataset/train/notumor/Tr-no_1076.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0028.jpg,dataset/train/notumor/Tr-no_1193.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0029.jpg,dataset/train/notumor/Tr-no_0559.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0029.jpg,dataset/train/notumor/Tr-no_0572.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0029.jpg,dataset/train/notumor/Tr-no_0746.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0029.jpg,dataset/train/notumor/Tr-no_0973.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0029.jpg,dataset/train/notumor/Tr-no_1188.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_0145.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_0182.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_0461.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_0659.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_0690.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_1048.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_1102.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0039.jpg,dataset/train/notumor/Tr-no_1240.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0046.jpg,dataset/train/notumor/Tr-no_0113.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0046.jpg,dataset/train/notumor/Tr-no_1093.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0068.jpg,dataset/train/notumor/Tr-no_0196.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0083.jpg,dataset/train/notumor/Tr-no_0296.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0088.jpg,dataset/train/notumor/Tr-no_0203.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0113.jpg,dataset/train/notumor/Tr-no_0967.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0115.jpg,dataset/train/notumor/Tr-no_0127.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0140.jpg,dataset/train/notumor/Tr-no_1428.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0142.jpg,dataset/train/notumor/Tr-no_1238.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0143.jpg,dataset/train/notumor/Tr-no_1238.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0144.jpg,dataset/train/notumor/Tr-no_0497.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0144.jpg,dataset/train/notumor/Tr-no_1255.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_0148.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_0222.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_0282.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_0344.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_0505.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_0965.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_1001.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_1013.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_1082.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_1104.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_1201.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0145.jpg,dataset/train/notumor/Tr-no_1264.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_0182.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_0461.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_0659.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_0690.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_1048.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_1102.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0148.jpg,dataset/train/notumor/Tr-no_1240.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0149.jpg,dataset/train/notumor/Tr-no_1238.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_0178.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_0558.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_0684.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_0705.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_0889.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_1138.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0151.jpg,dataset/train/notumor/Tr-no_1180.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0152.jpg,dataset/train/notumor/Tr-no_0617.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0152.jpg,dataset/train/notumor/Tr-no_0779.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0152.jpg,dataset/train/notumor/Tr-no_0825.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0152.jpg,dataset/train/notumor/Tr-no_1368.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0153.jpg,dataset/train/notumor/Tr-no_0695.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0153.jpg,dataset/train/notumor/Tr-no_1224.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0153.jpg,dataset/train/notumor/Tr-no_1532.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0158.jpg,dataset/train/notumor/Tr-no_0547.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0158.jpg,dataset/train/notumor/Tr-no_0570.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0160.jpg,dataset/train/notumor/Tr-no_1351.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0162.jpg,dataset/train/notumor/Tr-no_0596.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0162.jpg,dataset/train/notumor/Tr-no_0717.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0166.jpg,dataset/train/notumor/Tr-no_0648.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0175.jpg,dataset/train/notumor/Tr-no_0652.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0175.jpg,dataset/train/notumor/Tr-no_0864.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0175.jpg,dataset/train/notumor/Tr-no_1233.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0176.jpg,dataset/train/notumor/Tr-no_0557.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0178.jpg,dataset/train/notumor/Tr-no_1106.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0178.jpg,dataset/train/notumor/Tr-no_1411.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_0222.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_0282.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_0344.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_0505.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_0965.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_1001.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_1013.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_1082.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_1104.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_1201.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0182.jpg,dataset/train/notumor/Tr-no_1264.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0183.jpg,dataset/train/notumor/Tr-no_0559.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0183.jpg,dataset/train/notumor/Tr-no_0572.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0183.jpg,dataset/train/notumor/Tr-no_0746.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0183.jpg,dataset/train/notumor/Tr-no_0973.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0183.jpg,dataset/train/notumor/Tr-no_1188.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0193.jpg,dataset/train/notumor/Tr-no_0375.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0195.jpg,dataset/train/notumor/Tr-no_0415.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0195.jpg,dataset/train/notumor/Tr-no_1031.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0195.jpg,dataset/train/notumor/Tr-no_1055.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0195.jpg,dataset/train/notumor/Tr-no_1236.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_0620.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_0731.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_0935.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_0961.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_1058.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_1363.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_1420.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_1449.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_1488.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0197.jpg,dataset/train/notumor/Tr-no_1575.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0199.jpg,dataset/train/notumor/Tr-no_1238.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0202.jpg,dataset/train/notumor/Tr-no_0340.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0202.jpg,dataset/train/notumor/Tr-no_1153.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0203.jpg,dataset/train/notumor/Tr-no_0376.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0219.jpg,dataset/train/notumor/Tr-no_0375.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0222.jpg,dataset/train/notumor/Tr-no_0461.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0222.jpg,dataset/train/notumor/Tr-no_0659.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0222.jpg,dataset/train/notumor/Tr-no_0690.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0222.jpg,dataset/train/notumor/Tr-no_1048.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0222.jpg,dataset/train/notumor/Tr-no_1102.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0222.jpg,dataset/train/notumor/Tr-no_1240.jpg,train,train,no_tumor,no_tumor,1
dataset/train/notumor/Tr-no_0223.jpg,dataset/train/notumor/Tr-no_1428.jpg,train,train,no_tumor,no_tumor,1
