hash,file_path,split,physical_class,canonical_class,duplicate_group_size,cross_split_duplicate,cross_class_duplicate
537e7ad0a496f23042626741b362e936fc711da2aa25d4c5ce628d03bf4109cb,dataset/train/notumor/Tr-no_0220.jpg,train,notumor,no_tumor,2,False,False
537e7ad0a496f23042626741b362e936fc711da2aa25d4c5ce628d03bf4109cb,dataset/train/notumor/Tr-no_1083.jpg,train,notumor,no_tumor,2,False,False
5a66211168e2f92209f3aee80fe618a1555144bada16fdc2035d1780321c02cf,dataset/train/notumor/Tr-noTr_0005.jpg,train,notumor,no_tumor,2,False,False
5a66211168e2f92209f3aee80fe618a1555144bada16fdc2035d1780321c02cf,dataset/train/notumor/Tr-no_0029.jpg,train,notumor,no_tumor,2,False,False
5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,dataset/test/notumor/Te-no_0080.jpg,test,notumor,no_tumor,6,True,False
5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,dataset/train/notumor/Tr-no_0148.jpg,train,notumor,no_tumor,6,True,False
5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,dataset/train/notumor/Tr-no_0222.jpg,train,notumor,no_tumor,6,True,False
5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,dataset/train/notumor/Tr-no_0282.jpg,train,notumor,no_tumor,6,True,False
5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,dataset/train/notumor/Tr-no_0344.jpg,train,notumor,no_tumor,6,True,False
5b32b70fee5498a7e242f40fd975486691a248ef53c7657ac4c5831133ade0fb,dataset/train/notumor/Tr-no_1104.jpg,train,notumor,no_tumor,6,True,False
5dc458fca643f408eb0da30575e47f363f70ce78a3a14f1b8452139696512b00,dataset/test/notumor/Te-no_0036.jpg,test,notumor,no_tumor,3,True,False
5dc458fca643f408eb0da30575e47f363f70ce78a3a14f1b8452139696512b00,dataset/train/notumor/Tr-no_0102.jpg,train,notumor,no_tumor,3,True,False
5dc458fca643f408eb0da30575e47f363f70ce78a3a14f1b8452139696512b00,dataset/train/notumor/Tr-no_0968.jpg,train,notumor,no_tumor,3,True,False
5f51fecec97f1264f4cb6a9f7d0d847f17e49033ec034b11d2cc5c8b79ba6519,dataset/train/notumor/Tr-no_0154.jpg,train,notumor,no_tumor,2,False,False
5f51fecec97f1264f4cb6a9f7d0d847f17e49033ec034b11d2cc5c8b79ba6519,dataset/train/notumor/Tr-no_0237.jpg,train,notumor,no_tumor,2,False,False
6296fc94ca1dba543a77ac0312ae4eda86053a44d81a9151e77e1e6b90bd91d3,dataset/train/notumor/Tr-no_0015.jpg,train,notumor,no_tumor,2,False,False
6296fc94ca1dba543a77ac0312ae4eda86053a44d81a9151e77e1e6b90bd91d3,dataset/train/notumor/Tr-no_1056.jpg,train,notumor,no_tumor,2,False,False
64eee5cd2516c265ea888fc3d784e97daed289385a487567e66b2aabacf50555,dataset/train/notumor/Tr-no_0151.jpg,train,notumor,no_tumor,2,False,False
64eee5cd2516c265ea888fc3d784e97daed289385a487567e66b2aabacf50555,dataset/train/notumor/Tr-no_1106.jpg,train,notumor,no_tumor,2,False,False
65171c43207bd38c794fd14bf5f513325e8a4fe207f71539009bfb4f78b347d8,dataset/train/notumor/Tr-no_0277.jpg,train,notumor,no_tumor,2,False,False
65171c43207bd38c794fd14bf5f513325e8a4fe207f71539009bfb4f78b347d8,dataset/train/notumor/Tr-no_1152.jpg,train,notumor,no_tumor,2,False,False
682871b3c7250e0c56b28688840ac15101ec847a891e0b2d2cb72f0436ff8073,dataset/train/notumor/Tr-no_0190.jpg,train,notumor,no_tumor,2,False,False
682871b3c7250e0c56b28688840ac15101ec847a891e0b2d2cb72f0436ff8073,dataset/train/notumor/Tr-no_0962.jpg,train,notumor,no_tumor,2,False,False
690ed9d73b96706b833cfbb95e40543fe022c7579ab74693873e2c26766c5efb,dataset/train/pituitary/Tr-pi_0676.jpg,train,pituitary,pituitary,2,False,False
690ed9d73b96706b833cfbb95e40543fe022c7579ab74693873e2c26766c5efb,dataset/train/pituitary/Tr-pi_0677.jpg,train,pituitary,pituitary,2,False,False
6b73dc365fbc93ff66b40c68f2e5cd259e650193088389a5f1b968b8c537f4f4,dataset/train/notumor/Tr-no_0139.jpg,train,notumor,no_tumor,2,False,False
6b73dc365fbc93ff66b40c68f2e5cd259e650193088389a5f1b968b8c537f4f4,dataset/train/notumor/Tr-no_1100.jpg,train,notumor,no_tumor,2,False,False
6c374ab41105e5927d08e15103c8c27416f8e7d03c15c03d104ace5b310bd0ed,dataset/train/pituitary/Tr-pi_0159.jpg,train,pituitary,pituitary,2,False,False
6c374ab41105e5927d08e15103c8c27416f8e7d03c15c03d104ace5b310bd0ed,dataset/train/pituitary/Tr-pi_0160.jpg,train,pituitary,pituitary,2,False,False
6d94cb16b0e532e10913e0f7e82bc9f0e2ddc3ff08601f8f7b118b88a137e111,dataset/test/notumor/Te-no_0095.jpg,test,notumor,no_tumor,2,True,False
6d94cb16b0e532e10913e0f7e82bc9f0e2ddc3ff08601f8f7b118b88a137e111,dataset/train/notumor/Tr-no_0358.jpg,train,notumor,no_tumor,2,True,False
6df56cc8a677bbc089ccb7f85e5f40b665a551aa28c7f2fffffcaddf521ed503,dataset/test/notumor/Te-no_0041.jpg,test,notumor,no_tumor,2,True,False
6df56cc8a677bbc089ccb7f85e5f40b665a551aa28c7f2fffffcaddf521ed503,dataset/train/notumor/Tr-no_0146.jpg,train,notumor,no_tumor,2,True,False
6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,dataset/test/notumor/Te-no_0040.jpg,test,notumor,no_tumor,5,True,False
6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,dataset/test/notumor/Te-no_0052.jpg,test,notumor,no_tumor,5,True,False
6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,dataset/train/notumor/Tr-no_0135.jpg,train,notumor,no_tumor,5,True,False
6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,dataset/train/notumor/Tr-no_0257.jpg,train,notumor,no_tumor,5,True,False
6e643c3263775b4637ad4e11620277c6ac65dcf63996826f76cac2dac5d8afdc,dataset/train/notumor/Tr-no_1096.jpg,train,notumor,no_tumor,5,True,False
6f3bdbdba45d1f985b33e51c93c318e0f04f2c3186dfae874050a99a11b1af02,dataset/train/notumor/Tr-no_0072.jpg,train,notumor,no_tumor,2,False,False
6f3bdbdba45d1f985b33e51c93c318e0f04f2c3186dfae874050a99a11b1af02,dataset/train/notumor/Tr-no_0077.jpg,train,notumor,no_tumor,2,False,False
71b3de7ee123124b0cf239be46cde689f527b1b56127ff7668cabca4c6384513,dataset/test/notumor/Te-noTr_0009.jpg,test,notumor,no_tumor,2,True,False
71b3de7ee123124b0cf239be46cde689f527b1b56127ff7668cabca4c6384513,dataset/train/notumor/Tr-no_1091.jpg,train,notumor,no_tumor,2,True,False
72f5f6723c7b92f641fb5d44513b6111c348e43005f8c1f4829f28eebd1117b2,dataset/train/notumor/Tr-no_0231.jpg,train,notumor,no_tumor,3,False,False
72f5f6723c7b92f641fb5d44513b6111c348e43005f8c1f4829f28eebd1117b2,dataset/train/notumor/Tr-no_0298.jpg,train,notumor,no_tumor,3,False,False
72f5f6723c7b92f641fb5d44513b6111c348e43005f8c1f4829f28eebd1117b2,dataset/train/notumor/Tr-no_1131.jpg,train,notumor,no_tumor,3,False,False
733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,dataset/test/notumor/Te-no_0045.jpg,test,notumor,no_tumor,6,True,False
733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,dataset/test/notumor/Te-no_0050.jpg,test,notumor,no_tumor,6,True,False
733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,dataset/test/notumor/Te-no_0054.jpg,test,notumor,no_tumor,6,True,False
733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,dataset/train/notumor/Tr-no_0191.jpg,train,notumor,no_tumor,6,True,False
733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,dataset/train/notumor/Tr-no_0235.jpg,train,notumor,no_tumor,6,True,False
733e77e4b6da2d851bddbf9cf2768c02db39d5fa0f7be61fdbcb9d1e044abb76,dataset/train/notumor/Tr-no_0279.jpg,train,notumor,no_tumor,6,True,False
73a882655ceb0a5b8d3f4beea54d9ab58aa36e1021e7807dbb1c72617d4dfecc,dataset/train/notumor/Tr-no_0247.jpg,train,notumor,no_tumor,2,False,False
73a882655ceb0a5b8d3f4beea54d9ab58aa36e1021e7807dbb1c72617d4dfecc,dataset/train/notumor/Tr-no_1142.jpg,train,notumor,no_tumor,2,False,False
76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,dataset/test/notumor/Te-no_0030.jpg,test,notumor,no_tumor,5,True,False
76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,dataset/test/notumor/Te-no_0065.jpg,test,notumor,no_tumor,5,True,False
76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,dataset/train/notumor/Tr-no_0328.jpg,train,notumor,no_tumor,5,True,False
76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,dataset/train/notumor/Tr-no_0362.jpg,train,notumor,no_tumor,5,True,False
76a70a3f68103e335f080a323d763fbda5febc37e4714c2f9b54499795f13fa3,dataset/train/notumor/Tr-no_0977.jpg,train,notumor,no_tumor,5,True,False
76d577713f1cf4414f780058f2079f7e6446aba86e89a86d7dd36401ca79a727,dataset/train/notumor/Tr-no_0316.jpg,train,notumor,no_tumor,2,False,False
76d577713f1cf4414f780058f2079f7e6446aba86e89a86d7dd36401ca79a727,dataset/train/notumor/Tr-no_1168.jpg,train,notumor,no_tumor,2,False,False
7703b9670ac9265886cbf62735e2ff074c1507a654573807d0a8468a54c89dd7,dataset/test/notumor/Te-no_0042.jpg,test,notumor,no_tumor,3,True,False
7703b9670ac9265886cbf62735e2ff074c1507a654573807d0a8468a54c89dd7,dataset/train/notumor/Tr-no_0157.jpg,train,notumor,no_tumor,3,True,False
7703b9670ac9265886cbf62735e2ff074c1507a654573807d0a8468a54c89dd7,dataset/train/notumor/Tr-no_1110.jpg,train,notumor,no_tumor,3,True,False
77d1374baf9988fd4f9272886783a65820b3afbbbaa773777ed01a4b04ff9d80,dataset/test/notumor/Te-no_0091.jpg,test,notumor,no_tumor,2,True,False
77d1374baf9988fd4f9272886783a65820b3afbbbaa773777ed01a4b04ff9d80,dataset/train/notumor/Tr-no_0355.jpg,train,notumor,no_tumor,2,True,False
79b6fe05b46ee2a734c4da64cd109bc508bfd1b76f46e9c496dbb406f86139f9,dataset/train/notumor/Tr-no_0280.jpg,train,notumor,no_tumor,2,False,False
79b6fe05b46ee2a734c4da64cd109bc508bfd1b76f46e9c496dbb406f86139f9,dataset/train/notumor/Tr-no_1155.jpg,train,notumor,no_tumor,2,False,False
7a7fcfb55378e4367cb3f163dc510df7e4b5f95d8fee5e4407b6ef397d56e243,dataset/train/notumor/Tr-no_0244.jpg,train,notumor,no_tumor,2,False,False
7a7fcfb55378e4367cb3f163dc510df7e4b5f95d8fee5e4407b6ef397d56e243,dataset/train/notumor/Tr-no_1139.jpg,train,notumor,no_tumor,2,False,False
7adb02dafa127d16b635a76df10314f68ded12fa7a20457e4d666d2873a2130f,dataset/train/notumor/Tr-no_0170.jpg,train,notumor,no_tumor,2,False,False
7adb02dafa127d16b635a76df10314f68ded12fa7a20457e4d666d2873a2130f,dataset/train/notumor/Tr-no_1125.jpg,train,notumor,no_tumor,2,False,False
7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,dataset/test/notumor/Te-no_0019.jpg,test,notumor,no_tumor,6,True,False
7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,dataset/test/notumor/Te-no_0062.jpg,test,notumor,no_tumor,6,True,False
7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,dataset/test/notumor/Te-no_0073.jpg,test,notumor,no_tumor,6,True,False
7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,dataset/train/notumor/Tr-no_0325.jpg,train,notumor,no_tumor,6,True,False
7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,dataset/train/notumor/Tr-no_0336.jpg,train,notumor,no_tumor,6,True,False
7b73d6019deb1482bc5fb7027f12719bea983c8eb0b0c0f3e95feb61c90fafb3,dataset/train/notumor/Tr-no_1183.jpg,train,notumor,no_tumor,6,True,False
7c103b082c141631e8475390a8b06ef7ef0cfba10e61cf2d4ce9dd1e2b08dfb0,dataset/train/notumor/Tr-no_0236.jpg,train,notumor,no_tumor,2,False,False
7c103b082c141631e8475390a8b06ef7ef0cfba10e61cf2d4ce9dd1e2b08dfb0,dataset/train/notumor/Tr-no_1133.jpg,train,notumor,no_tumor,2,False,False
7d0738e4f6493b449e20a147b80f674c589dc478dd6b5ccd4fb6ea1c329f0cfe,dataset/train/pituitary/Tr-pi_0526.jpg,train,pituitary,pituitary,3,False,False
7d0738e4f6493b449e20a147b80f674c589dc478dd6b5ccd4fb6ea1c329f0cfe,dataset/train/pituitary/Tr-pi_0527.jpg,train,pituitary,pituitary,3,False,False
7d0738e4f6493b449e20a147b80f674c589dc478dd6b5ccd4fb6ea1c329f0cfe,dataset/train/pituitary/Tr-pi_0529.jpg,train,pituitary,pituitary,3,False,False
7d5fb3078f6ed56884ebf8c14928f4e8e05ffd2065cf1b5f4b23cd6dfa3f49ef,dataset/train/notumor/Tr-no_0215.jpg,train,notumor,no_tumor,2,False,False
7d5fb3078f6ed56884ebf8c14928f4e8e05ffd2065cf1b5f4b23cd6dfa3f49ef,dataset/train/notumor/Tr-no_1050.jpg,train,notumor,no_tumor,2,False,False
7f04f0b6fd5821e19cf5a273a540df06a1f6bdcaa63bb235743e274fff825fbd,dataset/train/notumor/Tr-noTr_0003.jpg,train,notumor,no_tumor,2,False,False
7f04f0b6fd5821e19cf5a273a540df06a1f6bdcaa63bb235743e274fff825fbd,dataset/train/notumor/Tr-no_0994.jpg,train,notumor,no_tumor,2,False,False
812a2c6599255067e9752c7d0037f409d91f7336f42d7af3440fb5c2c91e8da1,dataset/test/notumor/Te-no_0074.jpg,test,notumor,no_tumor,2,True,False
812a2c6599255067e9752c7d0037f409d91f7336f42d7af3440fb5c2c91e8da1,dataset/train/notumor/Tr-no_0337.jpg,train,notumor,no_tumor,2,True,False
840e12a9d0fc509d61fab11db74d1716234312bd96939b632e19b8f102ace3cf,dataset/train/notumor/Tr-no_0185.jpg,train,notumor,no_tumor,3,False,False
840e12a9d0fc509d61fab11db74d1716234312bd96939b632e19b8f102ace3cf,dataset/train/notumor/Tr-no_0187.jpg,train,notumor,no_tumor,3,False,False
840e12a9d0fc509d61fab11db74d1716234312bd96939b632e19b8f102ace3cf,dataset/train/notumor/Tr-no_1179.jpg,train,notumor,no_tumor,3,False,False
84acb850a9c5348cd00623122246c83dffd727e007aedc1d484e39d06e784c6f,dataset/train/notumor/Tr-no_0034.jpg,train,notumor,no_tumor,2,False,False
84acb850a9c5348cd00623122246c83dffd727e007aedc1d484e39d06e784c6f,dataset/train/notumor/Tr-no_1078.jpg,train,notumor,no_tumor,2,False,False
84b2155377f2b5ec87d3988642b885d5b6249e7907486184ac311e15a8a599a9,dataset/train/notumor/Tr-no_0025.jpg,train,notumor,no_tumor,2,False,False
84b2155377f2b5ec87d3988642b885d5b6249e7907486184ac311e15a8a599a9,dataset/train/notumor/Tr-no_1067.jpg,train,notumor,no_tumor,2,False,False
86847c6a4729a4b19bf1b3f58905c68812c6f75ea680c0ccb1621b94e165d16f,dataset/test/meningioma/Te-me_0010.jpg,test,meningioma,meningioma,2,False,False
86847c6a4729a4b19bf1b3f58905c68812c6f75ea680c0ccb1621b94e165d16f,dataset/test/meningioma/Te-me_0031.jpg,test,meningioma,meningioma,2,False,False
88aba8f5a882187bc3df678f2b3a88c6c59cec1c01fb732e5671a5ffb6a494d7,dataset/train/notumor/Tr-noTr_0007.jpg,train,notumor,no_tumor,2,False,False
88aba8f5a882187bc3df678f2b3a88c6c59cec1c01fb732e5671a5ffb6a494d7,dataset/train/notumor/Tr-no_1052.jpg,train,notumor,no_tumor,2,False,False
8a05324c1e59d079c88ad71e484739999eab506d3e7eb1bca857264329113b94,dataset/train/notumor/Tr-no_0317.jpg,train,notumor,no_tumor,2,False,False
8a05324c1e59d079c88ad71e484739999eab506d3e7eb1bca857264329113b94,dataset/train/notumor/Tr-no_1169.jpg,train,notumor,no_tumor,2,False,False
8a4a14e666a67b90bf01bac1b85170bacf41fda33c7a7394d5e82e83c6f6f324,dataset/train/pituitary/Tr-pi_0169.jpg,train,pituitary,pituitary,2,False,False
8a4a14e666a67b90bf01bac1b85170bacf41fda33c7a7394d5e82e83c6f6f324,dataset/train/pituitary/Tr-pi_0170.jpg,train,pituitary,pituitary,2,False,False
8afa71fed3d0307237b24872056b750f3c06ee0d9527c35241b908eb7404080f,dataset/train/pituitary/Tr-pi_0342.jpg,train,pituitary,pituitary,2,False,False
8afa71fed3d0307237b24872056b750f3c06ee0d9527c35241b908eb7404080f,dataset/train/pituitary/Tr-pi_0343.jpg,train,pituitary,pituitary,2,False,False
8c7a08207a2f8e5bf03ed590b3a482491a6abeb9b233a40604f3422065424112,dataset/train/notumor/Tr-no_0116.jpg,train,notumor,no_tumor,3,False,False
8c7a08207a2f8e5bf03ed590b3a482491a6abeb9b233a40604f3422065424112,dataset/train/notumor/Tr-no_0130.jpg,train,notumor,no_tumor,3,False,False
8c7a08207a2f8e5bf03ed590b3a482491a6abeb9b233a40604f3422065424112,dataset/train/notumor/Tr-no_0132.jpg,train,notumor,no_tumor,3,False,False
8d1b8cb2975b43db869caaecbffd11f51651b6c25d35928f84cc295215cfb822,dataset/train/notumor/Tr-no_0304.jpg,train,notumor,no_tumor,2,False,False
8d1b8cb2975b43db869caaecbffd11f51651b6c25d35928f84cc295215cfb822,dataset/train/notumor/Tr-no_1163.jpg,train,notumor,no_tumor,2,False,False
8df1125bc5a3901ae602be99db7d676e79744a93eb6ed69de91b86cdb087a7a1,dataset/train/notumor/Tr-no_0183.jpg,train,notumor,no_tumor,2,False,False
8df1125bc5a3901ae602be99db7d676e79744a93eb6ed69de91b86cdb087a7a1,dataset/train/notumor/Tr-no_1177.jpg,train,notumor,no_tumor,2,False,False
8e2b4a6d3ce98d740a636942e40c14783eac078cf1758678c9d5aee948057aa7,dataset/train/pituitary/Tr-pi_0320.jpg,train,pituitary,pituitary,2,False,False
8e2b4a6d3ce98d740a636942e40c14783eac078cf1758678c9d5aee948057aa7,dataset/train/pituitary/Tr-pi_0321.jpg,train,pituitary,pituitary,2,False,False
90b09a698e88ffae221f5f5c0c732e7a17e93387b4e91fc0be28b3aa3b91ba33,dataset/train/notumor/Tr-no_0318.jpg,train,notumor,no_tumor,2,False,False
90b09a698e88ffae221f5f5c0c732e7a17e93387b4e91fc0be28b3aa3b91ba33,dataset/train/notumor/Tr-no_1170.jpg,train,notumor,no_tumor,2,False,False
9251febacd510bc6ab8fdebb28ac58c8db217df4d5e8af285a99547b2d3b8584,dataset/test/notumor/Te-no_0043.jpg,test,notumor,no_tumor,3,True,False
9251febacd510bc6ab8fdebb28ac58c8db217df4d5e8af285a99547b2d3b8584,dataset/train/notumor/Tr-no_0168.jpg,train,notumor,no_tumor,3,True,False
9251febacd510bc6ab8fdebb28ac58c8db217df4d5e8af285a99547b2d3b8584,dataset/train/notumor/Tr-no_1122.jpg,train,notumor,no_tumor,3,True,False
94721a1b47a80cb0533acdbac52f92ad7614d4685284b74b2a96914b038947a9,dataset/test/notumor/Te-no_0029.jpg,test,notumor,no_tumor,3,True,False
94721a1b47a80cb0533acdbac52f92ad7614d4685284b74b2a96914b038947a9,dataset/test/notumor/Te-no_0069.jpg,test,notumor,no_tumor,3,True,False
94721a1b47a80cb0533acdbac52f92ad7614d4685284b74b2a96914b038947a9,dataset/train/notumor/Tr-no_0333.jpg,train,notumor,no_tumor,3,True,False
95ffabd6cfd94e094cd1af64396bfa75f578a012f52b23cbf8e5fa828ffa4863,dataset/train/notumor/Tr-no_0274.jpg,train,notumor,no_tumor,2,False,False
95ffabd6cfd94e094cd1af64396bfa75f578a012f52b23cbf8e5fa828ffa4863,dataset/train/notumor/Tr-no_1150.jpg,train,notumor,no_tumor,2,False,False
960155b05ea8f0ddcbcd3a5e29905c2a4b55832f03e5b7d6491c73955960d278,dataset/test/meningioma/Te-me_0135.jpg,test,meningioma,meningioma,2,True,False
960155b05ea8f0ddcbcd3a5e29905c2a4b55832f03e5b7d6491c73955960d278,dataset/train/meningioma/Tr-me_0071.jpg,train,meningioma,meningioma,2,True,False
9a1a7d12c935c0029511710dba377c2d37ecf4924ec19c1644b6116b48c33610,dataset/train/notumor/Tr-no_0133.jpg,train,notumor,no_tumor,2,False,False
9a1a7d12c935c0029511710dba377c2d37ecf4924ec19c1644b6116b48c33610,dataset/train/notumor/Tr-no_0370.jpg,train,notumor,no_tumor,2,False,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/test/notumor/Te-noTr_0001.jpg,test,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/test/notumor/Te-no_0031.jpg,test,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/test/notumor/Te-no_0067.jpg,test,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/test/notumor/Te-no_0084.jpg,test,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/train/notumor/Tr-no_0331.jpg,train,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/train/notumor/Tr-no_0347.jpg,train,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/train/notumor/Tr-no_0373.jpg,train,notumor,no_tumor,8,True,False
9af05acd768793e89fc6776c3af838b0bf0747cfc3a3737e1cd3af44ea09c930,dataset/train/notumor/Tr-no_1088.jpg,train,notumor,no_tumor,8,True,False
9c3b00e6b1f5fcb23d3ebf1a8b04f9517691cc7b7e2cfdbde375625c920b97a6,dataset/test/notumor/Te-no_0026.jpg,test,notumor,no_tumor,3,True,False
9c3b00e6b1f5fcb23d3ebf1a8b04f9517691cc7b7e2cfdbde375625c920b97a6,dataset/train/notumor/Tr-no_0340.jpg,train,notumor,no_tumor,3,True,False
9c3b00e6b1f5fcb23d3ebf1a8b04f9517691cc7b7e2cfdbde375625c920b97a6,dataset/train/notumor/Tr-no_1153.jpg,train,notumor,no_tumor,3,True,False
9cb0bd6ba354991ae933b55af58ca040f3b8db01add876aba09159d7badd3599,dataset/test/notumor/Te-no_0016.jpg,test,notumor,no_tumor,2,True,False
9cb0bd6ba354991ae933b55af58ca040f3b8db01add876aba09159d7badd3599,dataset/train/notumor/Tr-no_1147.jpg,train,notumor,no_tumor,2,True,False
9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,dataset/test/notumor/Te-no_0021.jpg,test,notumor,no_tumor,5,True,False
9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,dataset/test/notumor/Te-no_0072.jpg,test,notumor,no_tumor,5,True,False
9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,dataset/train/notumor/Tr-no_0335.jpg,train,notumor,no_tumor,5,True,False
9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,dataset/train/notumor/Tr-no_0394.jpg,train,notumor,no_tumor,5,True,False
9d338079dd3288665657816ebeec6ada298761e0ff9f4c22a59f05c46768db14,dataset/train/notumor/Tr-no_0978.jpg,train,notumor,no_tumor,5,True,False
a1ee82164acd190067400d50f236fbb6004c0002fe3c09e4cf2d71752865140b,dataset/train/pituitary/Tr-pi_0226.jpg,train,pituitary,pituitary,2,False,False
a1ee82164acd190067400d50f236fbb6004c0002fe3c09e4cf2d71752865140b,dataset/train/pituitary/Tr-pi_0227.jpg,train,pituitary,pituitary,2,False,False
a3162569f0104e89e3950050d1d2f605cfe6bcf7c646f4bd596cb709d8b372c8,dataset/test/notumor/Te-no_0060.jpg,test,notumor,no_tumor,2,True,False
a3162569f0104e89e3950050d1d2f605cfe6bcf7c646f4bd596cb709d8b372c8,dataset/train/notumor/Tr-no_0967.jpg,train,notumor,no_tumor,2,True,False
a3d86920c0bc02e0c062091ab21078a4387ed519b881c89568ab969d3dc37d33,dataset/train/notumor/Tr-no_0169.jpg,train,notumor,no_tumor,2,False,False
a3d86920c0bc02e0c062091ab21078a4387ed519b881c89568ab969d3dc37d33,dataset/train/notumor/Tr-no_1123.jpg,train,notumor,no_tumor,2,False,False
a8155f8b8f640f8464b58a380026d01471800d15e76cbfd9678848d669c7e3a7,dataset/test/notumor/Te-no_0063.jpg,test,notumor,no_tumor,3,True,False
a8155f8b8f640f8464b58a380026d01471800d15e76cbfd9678848d669c7e3a7,dataset/train/notumor/Tr-no_0326.jpg,train,notumor,no_tumor,3,True,False
a8155f8b8f640f8464b58a380026d01471800d15e76cbfd9678848d669c7e3a7,dataset/train/notumor/Tr-no_1174.jpg,train,notumor,no_tumor,3,True,False
a820973ab9e444f92fdc4e5eb2e584a72d5da660675f1793469f229f40199538,dataset/train/notumor/Tr-no_0152.jpg,train,notumor,no_tumor,2,False,False
a820973ab9e444f92fdc4e5eb2e584a72d5da660675f1793469f229f40199538,dataset/train/notumor/Tr-no_1107.jpg,train,notumor,no_tumor,2,False,False
a8bf58f1fee6cc15adfbbbbe78513606502269b917a52dfe0991621ad5ba401c,dataset/train/notumor/Tr-no_0218.jpg,train,notumor,no_tumor,2,False,False
a8bf58f1fee6cc15adfbbbbe78513606502269b917a52dfe0991621ad5ba401c,dataset/train/notumor/Tr-no_1071.jpg,train,notumor,no_tumor,2,False,False
a8d8bd68e37588a5be079ea92de410d9097988aea40552f6fd08ca44a7dd6c74,dataset/test/notumor/Te-no_0083.jpg,test,notumor,no_tumor,4,True,False
a8d8bd68e37588a5be079ea92de410d9097988aea40552f6fd08ca44a7dd6c74,dataset/test/notumor/Te-no_0093.jpg,test,notumor,no_tumor,4,True,False
a8d8bd68e37588a5be079ea92de410d9097988aea40552f6fd08ca44a7dd6c74,dataset/train/notumor/Tr-no_0346.jpg,train,notumor,no_tumor,4,True,False
a8d8bd68e37588a5be079ea92de410d9097988aea40552f6fd08ca44a7dd6c74,dataset/train/notumor/Tr-no_1103.jpg,train,notumor,no_tumor,4,True,False
aa66d8e967787f1f68a537f5300e72131b53cc4706620d41e67f74b1eb53d931,dataset/train/notumor/Tr-no_0241.jpg,train,notumor,no_tumor,2,False,False
aa66d8e967787f1f68a537f5300e72131b53cc4706620d41e67f74b1eb53d931,dataset/train/notumor/Tr-no_1137.jpg,train,notumor,no_tumor,2,False,False
ac76ca3b933520e9519c3fa096e38e281e467ae4bda0412daa34cb966954ff68,dataset/train/notumor/Tr-no_0142.jpg,train,notumor,no_tumor,3,False,False
